SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
1746,Bethune Memorial House,Maison Comm&eacute;morative Bethune,235 John Street North,<Null>,Gravenhurst,Ontario,Birthplace of Doctor Norman Bethune; of symbolic significance to the Chinese and possibly Canada's most prominent international humanitarian,Lieu de naissance du dr Norman Bethune; h&eacute;ros national des Chinois et peut-&ecirc;tre le plus grand humanitaire internation canadien,44.920933,-79.37615
573,Bethune-Thompson House / White House,Maison Bethune-Thompson / maison White,19730 John Street,north west of house on east side of driveway,Williamstown,Ontario,"Early Ontario home, begun 1780, historic construction techniques",Vieille maison de l'Ontario dont la construit a d&eacute;but&eacute; en 1780; techniques de construite historiques,45.143681,-74.574863
744,Biggar Railway Station (Grand Trunk Pacific),Gare du Grand Tronc &agrave; Biggar,Main Street and First Avenue,<Null>,Biggar,Saskatchewan,"Typical 1910 station, reflects railway impact on the West","Gare typique de 1910, traduit l'influence du chemin de fer dans l'Ouest",52.053409,-107.986542
455,Billings House,Maison Billings,2100 Cabot Street,between parking lot and house,Ottawa,Ontario,"Georgian homestead, 1828",Maison de ferme de style n&eacute;o-Georgien (1828),45.389758,-75.672712
2008,Billy Bishop Boyhood Home,Maison d'enfance de Billy Bishop,948 Third Avenue West,Mounted on post in front of house,Owen Sound,Ontario,Only surviving property in Canada strongly associated with the renowned World War I flying ace,Seule propri&eacute;t&eacute; encore debout au Canada qui soit associ&eacute;e de pr&egrave;s &agrave; cet as de l'aviation de la Premi&egrave;re Guerre mondiale,44.566117,-80.947767
1852,Binning Residence,Maison Binning,2968 Mathers Crescent,<Null>,West Vancouver,British Columbia,Early and remarkable illustration of architecture in the modern era; 1941,L'un des premiers exemples remarquables d'architecture moderne; 1941,49.3403,-123.19725
540,Birkbeck Building,&Eacute;difice Birkbeck,8-10 Adelaide Street East,<Null>,Toronto,Ontario,"Edwardian Baroque financial institution, 1908",&Eacute;tablissement financier dans le style baroque d'&Eacute;douard VII (1908),43.650744,-79.377875
2198,Black Watch (Royal Highland Regiment) of Canada Armoury,Man&egrave;ge militaire du Black Watch (Royal Highland Regiment) of Canada,2067 de Bleury Street,<Null>,Montr&eacute;al,Quebec,Testament to the important roles played by armouries in Canada; important focus and centre for civic activities,"R&ocirc;le important qu'ont eu, sous de nombreux rapports, les man&egrave;ge militaires du Canada; a &eacute;t&eacute; et continue d'&ecirc;tre un centre pour les activit&eacute;s communautaires",45.507801,-73.569789
274,Black-Binney House,Maison Black-Binney,1472 Hollis Street,On wall of house,Halifax,Nova Scotia,"Palladian urban residence, 1819",Maison de ville du style palladien construite en 1819,44.643812,-63.571247
7,Blackfoot Crossing,Blackfoot Crossing,<Null>,<Null>,"Blackfoot Crossing, Cluny",Alberta,Traditional meeting place on Blackfoot reserve,Lieu de rencontre traditionnel &agrave; l'int&eacute;rieur de la r&eacute;serve des Pieds-Noirs,50.793583,-112.901
325,Blacklead Island Whaling Station,Poste de p&ecirc;che &agrave; la baleine de l'&icirc;le Blacklead,<Null>,<Null>,Blacklead Island,Nunavut,One of the most important Aboriginal and European whaling stations and vessel-wintering sites in Cumberland Sound,Compte parmi les postes autochtones et europ&eacute;ennes de p&ecirc;che &agrave; la baleine et les hivernages qu'ait abrit&eacute;s la baie Cumberland,64.914638,-66.322142
2181,Blanc-Sablon,Blanc-Sablon,Route 138 just east of bridge over Blanc Sablon River,mounted on two posts beside Route 138 just east of bridge over Blanc Sablon River,Blanc-Sablon,Quebec,60 archaeological sites reflect the changes that occurred in Aboriginal societies in this region,Plus d'une soixantaine de sites arch&eacute;ologiques attestent les changements survenus au sein des soci&eacute;t&eacute;s autochtones de cette r&eacute;gion,51.428266,-57.146155
263,Bloody Creek,Bloody Creek,Highway 201,<Null>,Bridgetown,Nova Scotia,"Two French-English combats, 1711 and 1757","Lieu o&ugrave; Fran&ccedil;ais et Anglais se sont livr&eacute; bataille deux fois, d'abord en 1711, puis en 1757",44.82222,-65.30972
326,Bloody Falls,Bloody Falls,<Null>,<Null>,Kugluktuk,Nunavut,"Pre-contact hunting and fishing sites; records the presence of Pre-Dorset, Thule, First Nation and Inuit cultures over the past three millennia","Lieux de chasse et de p&ecirc;che de la pr&eacute;-contact; garde des traces de la pr&eacute;sence des cultures du pr&eacute;-Dorset, de Thul&eacute;, des Premi&egrave;res Nations et inuite au cours des trois derniers mill&eacute;naires",67.749481,-115.382471
110,Boat Encampment,Boat Encampment,<Null>,1953 on Big Bend Highway / 1972 near Mica Dam,"Warsaw Mountain, Red Rock Bay",British Columbia,Key trans-shipment point on Columbia River,Important point de transbordement sur le fleuve Columbia,52.104911,-118.492577
808,Bois Blanc Island Lighthouse and Blockhouse,Phare et blockhaus de l'&Icirc;le Bois Blanc,<Null>,<Null>,Bois Blanc Island,Ontario,"Wooden blockhouse part of the defences of Fort Malden, 1839; point of attack by Canadian rebels and their American sympathizers; January 1838",Blockhaus en bois partie des ouvrages de d&eacute;fense du fort Malden; 1839; points d'attaque des rebelles canadiens et de leurs sympathisants am&eacute;ricains; janvier 1838,42.086966,-83.119483
162,Boish&eacute;bert,Boish&eacute;bert,"Highway 8, Northwest Bridge",<Null>,Miramichi,New Brunswick,"Acadian refugee settlement, 1756-59",Colonie de r&eacute;fugi&eacute;s acadiens (1756-1759),46.97206,-65.573233
603,Bolton-Est Town Hall,Mairie du canton de Bolton-Est,<Null>,Main Entrance of building,Bolton-Est,Quebec,Erected in 1867 by community using local wood,&Eacute;rig&eacute;e en 1867 par des habitants de la localit&eacute; avec du bois de la r&eacute;gion,45.202962,-72.356263
682,Bon-Pasteur Chapel,Chapelle du Bon-Pasteur,1080 Lachevroti&egrave;re Street,<Null>,Qu&eacute;bec,Quebec,"Important convent chapel with fine interior, 1866-68",Importante chapelle de couvent qui pr&eacute;sente un bel int&eacute;rieur (1866-68),46.807517,-71.21796
656,Bonsecours Market,March&eacute; Bonsecours,350 Saint-Paul Street East,<Null>,Montr&eacute;al,Quebec,Outstanding mid 19th-century civic building on waterfront,&Eacute;minente &eacute;difice public du milieu du XIXe si&egrave;cle qui s'&eacute;l&egrave;ve au bord de l'eau,45.50896,-73.551554
848,Boyd's Cove Beothuk,Site B&eacute;othuk de Boyd's Cove,<Null>,"Boyd&rsquo;s Cove Beothuk Interpretation Centre, Boyd&rsquo;s Cove Beothuk Interpretation Centre",Boyd's Cove,Newfoundland and Labrador,Major archaeological site for Beothuk history,Site arch&eacute;ologique important pour l'histoire Beothuk,49.462714,-54.629307
830,Bridge Island / Chimney Island,&Icirc;le-Bridge / &Icirc;le-Chimney,<Null>,"on a panel, Saint Lawrence Islands National Park - Mallorytown",Chimney Island,Ontario,"British blockhouse and battery, protected route downstream to Montreal; War of 1812",Base navale de la guerre de 1812,44.469653,-75.839955
49,Britannia Mines Concentrator,Concentrateur des Mines Britannia,Highway 99,Howe Sound,Britannia Beach,British Columbia,Important 1920s-30s copper mine concentrator,Importante concentrateur des mines de cuivre exploit&eacute;es dans les ann&eacute;es 1920-30,49.622632,-123.203809
76,Britannia Shipyard,Chantier naval Britannia,5189 Westwater Drive,5180 Dyke Road,Richmond,British Columbia,Historic ship repair and building facility,Chantier naval historique consacr&eacute; &agrave; la construction et &agrave; la r&eacute;paration de navires,49.12135,-123.16925
42,British Block Cairn,Cairn du British Block,<Null>,<Null>,Suffield,Alberta,Important example of Niitsitapi cultural heritage; one of the best examples of a most striking site type: a large boulder cairn,Sp&eacute;cimen important du patrimoine culturel des Niitsitapi des plaines de l'Ouest canadien; plus beaux sp&eacute;cimens d'un type de lieu fort impressionnant : un immense cairn de pierres,50.608357,-110.592009
795,Brockinton,Brockinton,East bank of Souris River,<Null>,Melita,Manitoba,"Late pre-contact site, Blackduck phase","Site de la p&eacute;riode pr&eacute;-contact tardive, phase correspondant &agrave; la culture Blackduck",49.201879,-101.032868
10,Brooks Aqueduct,Aqueduc de Brooks,"8km southeast of Brooks, off the Trans-Canada Highway",Kinbrook Island Provincial Park,Brooks,Alberta,Landmark irrigation project built by Canadian Pacific Railway in 1912-14,Important ouvrage d'irrigation construit par le Canadien Pacifique entre 1912 et 1914,50.531817,-111.83815
829,Burlington Heights,Burlington Heights,610 York Boulevard,Harvey Park,Hamilton,Ontario,"Key position and supply depot for the defence of the Niagara peninsula, War of 1812 battle site",Un des champs de bataille de la guerre de 1812; position cl&eacute; et un d&eacute;p&ocirc;t d'approvisionnement pour la d&eacute;fense de la p&eacute;ninsule de Niagara,43.271967,-79.88585
2085,Butchart Gardens,Jardins Butchart,800 Benvenuto Drive,<Null>,Saanichton,British Columbia,"Embodying the vision of their gifted founder, Jennie Butchart, represent the remarkable combination of three aspects of Canadian gardening history","Conform&eacute;ment &agrave; la vision de Jennie Butchart, les jardins int&egrave;grent de fa&ccedil;on remarquable trois aspects de l'histoire horticole canadienne",48.563626,-123.468711
437,Butler's Barracks,Casernes de Butler,Queen's Parade,<Null>,Niagara-on-the-Lake,Ontario,"Complex represents 150 years of military history; part of Fort George complex, captured by Americans, May 1813; War of 1812",Ensemble de b&acirc;timents t&eacute;moignent de 150 ans d'histoire militaire,43.248438,-79.074301
1889,Buxton Settlement,&Eacute;tablissement Buxton,"7th concession, Dillon and Drake Roads",Buxton Museum,Buxton,Ontario,Farming community established by Underground Railroad refugees,Communaut&eacute; agricole &eacute;tablie par des r&eacute;fugi&eacute;s du chemin de fer clandestin,42.306366,-82.221067
2201,Cable Building,&Eacute;difice du C&acirc;ble,Water Street,<Null>,Bay Roberts,Newfoundland and Labrador,An important keystone in transatlantic communications and the development of the Western Union Telegraph Company network,A &eacute;t&eacute; une v&eacute;ritable cl&eacute; de vo&ucirc;te des communications transatlantiques et de la formation du r&eacute;seau de la Western Union Telegraph Company,47.596487,-53.254343
12,Calgary City Hall,H&ocirc;tel de ville de Calgary,716 Macleod Trail SE,Mounted on concrete plinth in front of building,Calgary,Alberta,"Imposing civic building in Romanesque Revival style, 1907-1911","Imposant &eacute;difice public municipal appartenant au style n&eacute;o-roman, (1907-1911)",51.045946,-114.057824
2309,Camp Hughes,Camp Hughes,<Null>,<Null>,Hughes,Manitoba,"Most intact First World War battlefield terrain, created for training purposes, remaining in Canada and one of a dwindling number worldwide","C'est, parmi les terrains de manuvre cr&eacute;&eacute;s pour servir &agrave; l'entra&icirc;nement militaire pendant la Premi&egrave;re Guerre mondiale, celui qui est rest&eacute; dans le meilleur &eacute;tat de conservation au Canada",49.882212,-99.553011
772,Canadian Bank of Commerce,Banque de commerce canadienne,201 Main Street,<Null>,Watson,Saskatchewan,Rare extant example of prefabricated western bank,Un des rares exemples encore existants des banques pr&eacute;fabriqu&eacute;es assembl&eacute;es dans l'Ouest,52.129013,-104.524028
2072,Canadian Bank of Commerce,Banque de Commerce Canadienne,Front Street,On a rock by the Bank Building,Dawson,Yukon Territory,Important banking services were performed here from the gold rush of 1898 until 1989,Les services qu'offrit la banque de commerce canadienne depuis la ru&eacute;e vers l'or de 1898 jusqu'en 1989,64.062885,-139.435389
2266,Canadian Car &amp; Foundry,Canadian Car &amp; Foundry,1001 Montreal Street,<Null>,Thunder Bay,Ontario,Representative of the wartime contributions made by thousands of women; played an important role in the mass-transit manufacturing industry,Bel exemple de l'effort de guerre consenti par des milliers de femmes; a jou&eacute; un r&ocirc;le important dans l'industrie des v&eacute;hicules de transport collectif,48.358775,-89.30053
156,Canadian Pacific Railway Station (Winnipeg),Gare du Canadien Pacifique &agrave; Winnipeg,181 Higgins Avenue,<Null>,Winnipeg,Manitoba,"Classically inspired railway station, gateway to the West, 1904-05",Gare ferroviaire d'inspiration classique; la porte de l'Ouest (1904-1905),49.904483,-97.131767
353,Canal Lake Concrete Arch Bridge,Pont de B&eacute;ton en Arc du Lac Canal,"Centennial Park Road, southwest side of TSW bridge",<Null>,Bolsover,Ontario,Early use of concrete in bridge construction,Un des premiers ponts construits en b&eacute;ton,44.557997,-79.045941
827,Canso Islands,&Icirc;les Canso,School Street,Canso Public School Grounds,Canso,Nova Scotia,"Fishing centre, 16th- to 19th-century","Emplacement d'un centre de p&ecirc;che, du XVIe au XVIIIe si&egrave;cle",45.346563,-60.970702
604,Cap-des-Rosiers Lighthouse,Phare du Cap-des-Rosiers,Highway 132,<Null>,Cap-des-Rosiers,Quebec,"Tallest lighthouse in Canada, 112 feet, 1858","Construit en 1858, le plus haut de tous les phares du Canada, 112 pieds",48.8563,-64.2011
221,Cape Pine Lighthouse,Phare du cap Pine,Cape Pine Road,<Null>,Cape Pine,Newfoundland and Labrador,"Early circular cast-iron tower, 1851; first landfall light built on the dangerous south coast of Newfoundland's Avalon Peninsula",Vieux phare cylindrique en fonte (1851); premier feu d'atterrissage &agrave; avoir &eacute;t&eacute; construit sur la dangereuse c&ocirc;te sud de la presqu'&icirc;le Avalon,46.617222,-53.5325
222,Cape Race Lighthouse,Phare du cap Race,off Route 10,<Null>,Cape Race,Newfoundland and Labrador,Strategic and most important landfall light built on the dangerous and fog-bound southern shore of the Avalon peninsula,Phare qui se dresse &agrave; un endroit strat&eacute;gique d'une importante route maritime;l &agrave; avoir &eacute;t&eacute; construit sur le dangereux et brumeux littoral sud de la presqu'&icirc;le Avalon,46.658686,-53.073669
223,Cape Spear Lighthouse,Phare de cap Spear,Blackhead Road / Route 11,On rock several metres north of lighthouse,Cape Spear,Newfoundland and Labrador,"Oldest surviving lighthouse in Newfoundland, 1835",Le plus ancien phare &agrave; avoir subsist&eacute; jusqu'&agrave; nos jours &agrave; Terre-Neuve (1835),47.519922,-52.62332
683,Capitol Theatre / Qu&eacute;bec Auditorium,Capitol Theatre / Qu&eacute;bec Auditorium,972 Saint-Jean Street,On wall of theatre,Qu&eacute;bec,Quebec,"Dramatic Beaux-Arts playhouse with elaborate interior, 1902-03","Salle de spectacles, style Beaux-Arts imposant; int&eacute;rieur comprenant de nombreux d&eacute;tails (1902-1903)",46.812766,-71.213969
607,Carillon Barracks,Caserne de Carillon,50 Principale Street,<Null>,Carillon,Quebec,Early 19th-century stone military building,B&acirc;timent militaire en pierre construit au d&eacute;but du XIXe si&egrave;cle,45.564978,-74.371897
608,Carillon Canal,Canal de Carillon,210 du Barrage Street,<Null>,Carillon,Quebec,"Two earlier canals, 1826-33",Deux autres canaux l'ont pr&eacute;c&eacute;d&eacute; sur cet emplacement (1826-33),45.567508,-74.375634
201,Carleton Martello Tower,Tour Martello de Carleton,454 Whipple Street,<Null>,Saint John,New Brunswick,Fortification built to defend Saint John during War of 1812,Fortification construite pour d&eacute;fendre Saint John pendant la guerre de 1812,45.252063,-66.076583
749,Carlton House,Carlton House,<Null>,<Null>,Fort Carlton,Saskatchewan,"Hudson's Bay Company post, 1795-1885",Emplacement d'un poste de la Compagnie de la Baie d'Hudson (1795-1885),52.870433,-106.528003
